EPA REGISTRATION NUMBER,PRODUCT NAME,RESTRICTED USE,COMPANY CODE,COMPANY NAME,PRODUCT TYPE,PC_NAME,PC_PCT
53883-321,Quali-Pro Tm 85 Wdg,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Thiophanate-methyl,85
53883-322,Csi Py-Pbo 0.5-5 Fogging Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"5, 0.5"
53883-323,Quali-Pro Tmi 20/20,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Thiophanate-methyl / Iprodione,"19.65, 19.65"
53883-324,Csi 3-6-10 Ulv Fogging Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,MGK 264 / Piperonyl butoxide / Pyrethrins,"10, 6, 3"
53883-325,Quali-Pro Prodoxaben 3.7 Sc,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prodiamine / Isoxaben,"23.3, 15.5"
53883-326,Csi 1-2-3 Ulv Fogging Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,MGK 264 / Piperonyl butoxide / Pyrethrins,"3, 2, 1"
53883-327,Imazalil 13.8 Ec,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Imazalil,13.8
53883-328,Csi Imidacloprid + Fipronil Sc,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, TERMITICIDE",Imidacloprid / Fipronil,"21.4, 6.6"
53883-329,Csi Farm And Dairy All Purpose Insect Control Spray,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"4, 0.5"
53883-33,Martin'S Viper Insect Dust,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Permethrin,0.25
53883-330,Csi Py-Pbo 3-30 Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"30, 3"
53883-332,Quali-Pro 2Tq,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,"2,4-D, dimethylamine salt / Triclopyr, triethylamine salt / Quinclorac","38.02, 10.69, 3.28"
53883-333,Csi Py-Pbo 5-25 Ulv,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"25, 5"
53883-334,Quali-Pro-2Dq,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,"Dicamba, dimethylamine salt / 2,4-D, dimethylamine salt / Quinclorac","4.21, 40, 3.3"
53883-335,N + P Regulator,N,53883,"CONTROL SOLUTIONS, INC.",INSECT GROWTH REGULATOR,Novaluron / Pyriproxyfen,"1.3, 1.3"
53883-336,Quinclorac 1.5 L,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,"QUINCLORAC, DIMETHYLAMINE SALT",17.79
53883-337,Bifen 0.096 G Granular Insecticide With Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, INSECTICIDE",Bifenthrin,0.096
53883-340,Cyper Wsp,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Cypermethrin,40
53883-342,Quali-Pro Three-D,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,"Dicamba, dimethylamine salt / 2,4-D, dimethylamine salt / MCPP-P, DMA salt","2.77, 30.56, 8.17"
53883-343,Azoxystrobin 50 Wg,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Azoxystrobin,50
53883-344,Novaluron® 0.2G Mosquito Larvicide,N,53883,"CONTROL SOLUTIONS, INC.","INSECT GROWTH REGULATOR, INSECTICIDE",Novaluron,0.2
53883-345,Martin'S Dollarweed Killer,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Metsulfuron,25
53883-348,Tekko 10,N,53883,"CONTROL SOLUTIONS, INC.","INSECT GROWTH REGULATOR, INSECTICIDE",Novaluron,9.3
53883-350,Novaluron 0.8G,N,53883,"CONTROL SOLUTIONS, INC.","INSECT GROWTH REGULATOR, INSECTICIDE",Novaluron,0.8
53883-351,Prefurred Plus Igr For Dogs,N,53883,"CONTROL SOLUTIONS, INC.","INSECT GROWTH REGULATOR, INSECTICIDE, MITICIDE",S-Methoprene / Fipronil,"8.8, 9.8"
53883-352,Prefurred Plus Igr For Cats,N,53883,"CONTROL SOLUTIONS, INC.","INSECT GROWTH REGULATOR, INSECTICIDE",S-Methoprene / Fipronil,"11.8, 9.8"
53883-353,Quali-Pro T-Nex,N,53883,"CONTROL SOLUTIONS, INC.","FUNGICIDE, REGULATOR",Trinexapac-ethyl,12
53883-354,Quali-Pro Ipro 2Sc Suspension,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Iprodione,23.8
53883-357,Mcw2 1.5% G,N,53883,"CONTROL SOLUTIONS, INC.",NEMATICIDE,Fluensulfone,1.5
53883-358,Quali-Pro Azoxy+Tebu,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Azoxystrobin / Tebuconazole,"11, 18.35"
53883-359,Flee For Cats,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Fipronil,9.7
53883-360,Flee For Dogs,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Fipronil,9.7
53883-362,Csi 0.2% IMI Plus Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, INSECTICIDE",Imidacloprid,0.2
53883-363,Bumper 14.3 Ec,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Propiconazole,14.3
53883-364,Quali-Pro Oxadiazon Sc,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Oxadiazon,34.4
53883-365,Quali-Pro Bifenthrin I/T 7.9F,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, TERMITICIDE",Bifenthrin,7.9
53883-366,Quali-Pro Bifenthrin Golf & Nursery 7.9F,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,7.9
53883-367,Quali-Pro Imidacloprid 0.5G Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,0.5
53883-368,Quali-Pro Imidacloprid 1G Nursery & Greenhouse Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,1
53883-369,Quali-Pro Oryzalin 4,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Oryzalin,41
53883-371,Quali-Pro Abamectin 0.15 Ec,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Abamectin,1.9
53883-372,Quali-Pro Oxadiazon 2G,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Oxadiazon,2
53883-373,Quali-Pro T-Nex 1 Aq,N,53883,"CONTROL SOLUTIONS, INC.",PLANT GROWTH REGULATOR,Trinexapac-ethyl,11.3
53883-374,Quali-Pro Dithiopyr 40 Wsb,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Dithiopyr,40
53883-375,Quali-Pro Ipro 2Se,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Iprodione,23.8
53883-376,Quali-Pro Quinclorac 75 Df,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Quinclorac,75
53883-377,Quali-Pro 2-D Herbicide,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,"Triclopyr / Clopyralid, triethanolamine","33, 12.1"
53883-378,Quali-Pro 3-D Herbicide,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,"Dicamba, dimethylamine salt / 2,4-D, dimethylamine salt / MCPP-P, DMA salt","2.77, 30.56, 8.17"
53883-379,Quali-Pro Prodiamine 4L,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prodiamine,40.8
53883-380,Quali-Pro Ipro 2,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Iprodione,23
53883-381,Trisectis G,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin / lambda-Cyhalothrin / Fipronil,"0.23, 0.059, 0.0143"
53883-383,IMI + Lambda Mup,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin / Imidacloprid,"3.84, 19.19"
53883-384,Csi Wasp Killer,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Prallethrin,0.1
53883-385,IMI 20 Mup,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,20
53883-386,Csi Py+Pbo 1-5,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"5, 1"
53883-387,Fahrenheit,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,"Metsulfuron / Dicamba, potassium salt","5, 33"
53883-388,Csi 16-110 Permethrin,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Permethrin,24.33
53883-389,Csi 16-145 Lambda Cyhalothrin,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,9.7
53883-39,Martin'S Surrender Permethrin Granules Lawn Insect Control,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Permethrin,0.25
53883-390,Csi Py+Pbo 3-15,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"15, 3"
53883-391,Csi 15-102 Msm Rts,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Metsulfuron,0.25
53883-393,Csi 15-114 Azoxystrobin,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Azoxystrobin,22.9
53883-394,Csi 16-150 Chlorpyrifos 42,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Chlorpyrifos,41.85
53883-395,Csi IMI + Lambda 204 Insect Granules,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin / Imidacloprid,"0.04, 0.2"
53883-396,Novaluron 0.8 Mosquito Tabs,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Novaluron,0.8
53883-398,Csi 15-171 Msm Mup,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Metsulfuron,1.1
53883-399,Quali Pro Dithiopyr L,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Dithiopyr,22
53883-401,Csi 16-161 Fipronil Roach Bait Gel,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Fipronil,0.05
53883-402,Csi 15-113 Msm .165 Gr,N,53883,"CONTROL SOLUTIONS, INC.",FERTILIZER,Metsulfuron,0.0165
53883-403,Csi 16-174 Farm & Dairy Spray,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins / Permethrin,"2, 0.25, 0.25"
53883-405,Csi Lambda 1Ec,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,13
53883-406,Csi 17-212 Total Release Fogger,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"4, 0.5"
53883-407,Csi 16-149 Chlorpyrifos 20,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Chlorpyrifos,20
53883-408,Csi Abamectin Technical Nc,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Abamectin,97.6
53883-409,Csi 16-176 Py+Pbo Cs,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"15, 3"
53883-410,Quali-Pro Todal,Y,53883,"CONTROL SOLUTIONS, INC.","NEMATICIDE, INSECTICIDE",Abamectin,1.9
53883-413,Csi Pl 1701 Wipe N'Spray,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Stabilene / Piperonyl butoxide / Pyrethrins,"15, 1, 0.1"
53883-414,Csi Azxoxystrobin Mb Mup,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Azoxystrobin,50
53883-415,Csi 16-105 Delta+Tekko Pro Aerosol,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Deltamethrin / Novaluron / Pyriproxyfen,"0.06, 0.2, 0.02"
53883-417,Csi 16-107E I-N-P Fire Ant Granule,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Indoxacarb / Novaluron / Pyriproxyfen,"0.045, 0.01, 0.01"
53883-418,Csi 15-128B Azoxy + Propiconazole,N,53883,"CONTROL SOLUTIONS, INC.",nan,Propiconazole / Azoxystrobin,"10, 6"
53883-419,Csi Pl 1702 Nova Sc,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE, SEX ATTRACTANT OR FEEDING STIMULANT",Novaluron,10
53883-421,Csi 16-183 Carpet Spray,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Prallethrin / Etofenprox / Pyriproxyfen,"0.05, 1, 0.1"
53883-422,Csi Pl 1703 Delta Aerosol,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Deltamethrin,0.06
53883-423,Pramitol 1.5%,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prometon,1.5
53883-424,Csi 15-107A2 Indox Roach Gel Bait,N,53883,"CONTROL SOLUTIONS, INC.",REPELLENT,Indoxacarb,0.6
53883-426,Csi 16-199 B-N-P Zc,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Novaluron / Bifenthrin / Pyriproxyfen,"1.3, 3.95, 1.3"
53883-427,Csi 16-119A L-N-P Zc,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Novaluron / lambda-Cyhalothrin / Pyriproxyfen,"1.3, 3.88, 1.3"
53883-428,Clofentezine Sc Ovicide/Miticide,N,53883,"CONTROL SOLUTIONS, INC.",MITICIDE,Clofentezine,42
53883-429,Prodiamine 65 Wg Herbicide,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Prodiamine,65
53883-430,Msm Turf Herbicide,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Metsulfuron,60
53883-431,Quali-Pro Myclobutanil 20Ew T&O,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Myclobutanil,19.7
53883-432,Quali-Pro Ob-2G Herbicide,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Benfluralin / Oryzalin,"1, 1"
53883-433,Quali-Pro Mefenoxam 2Aq,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Metalaxyl-M,22.5
53883-434,Quali-Pro Isoxaben 75 Wg,N,53883,"CONTROL SOLUTIONS, INC.","HERBICIDE, HERBICIDE TERRESTRIAL",Isoxaben,75
53883-435,Quali-Pro T/I 2.5 G,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Trifluralin / Isoxaben,"2, 0.5"
53883-436,Mosquiron 0.12P,N,53883,"CONTROL SOLUTIONS, INC.",INSECT GROWTH REGULATOR,Novaluron,0.12
53883-437,Mosquiron 0.12 Crd Novaluron Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECT GROWTH REGULATOR,Novaluron,0.12
53883-438,Csi 16-107G Indoxacarb Powder,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Indoxacarb,0.6
53883-439,Csi 16-182 Glyphosate + Imazapyr,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Imazapyr / Glyphosate,"0.78, 43.68"
53883-440,Csi 16-190 Azoxy + Ppz,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Propiconazole / Azoxystrobin,"0.75, 0.31"
53883-441,Csi 17-220 P + D Cattle Pour-On,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Diflubenzuron / Permethrin,"3, 5"
53883-442,Fipronil Technical,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Fipronil,98
53883-443,Csi 17-236 F+P Roach Gel Bait,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Pyriproxyfen / Fipronil,"0.5, 0.05"
53883-444,Csi 16-189 Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",MATING DISRUPTANT,"Novaluron / 2,4-Dodecadienoic acid, 3,7,11-trimethyl-, ethyl ester, (S-(E,E))- / Pyriproxyfen","2.6, 9, 2.6"
53883-445,Csi 18-263 Py+Pbo Cs Aerosol,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"2.5, 0.5"
53883-446,Csi 16-107E2 Fire Ant Bait,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Indoxacarb,0.045
53883-448,Csi 17-237A Nmc Lambda Aerosol,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,0.05
53883-449,Csi Pl 1801 Ppz 41.8%,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Propiconazole,41.8
53883-450,Csi 17-234A,N,53883,"CONTROL SOLUTIONS, INC.",INSECT GROWTH REGULATOR,Novaluron / Pyriproxyfen,"1.3, 1.3"
53883-451,Csi 17-103 Azoxy 0.31G,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Azoxystrobin,0.31
53883-452,Csi 16-172B Aerosol,N,53883,"CONTROL SOLUTIONS, INC.","FUMIGANT, INSECT GROWTH REGULATOR, INSECTICIDE",Piperonyl butoxide / Indoxacarb / Novaluron / Prallethrin / Pyriproxyfen,"0.6, 0.1, 0.2, 0.1, 0.02"
53883-454,Csi 18-257 Fluazinam,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Fluazinam,40
53883-455,Csi 16-172A Aerosol,N,53883,"CONTROL SOLUTIONS, INC.","INSECT GROWTH REGULATOR, INSECTICIDE",Indoxacarb / Novaluron / Pyriproxyfen / Imidacloprid,"0.1, 0.2, 0.02, 0.05"
53883-456,Csi 16-202 Roach Gel,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Abamectin / Fipronil,"0.05, 0.05"
53883-457,Csi 16-107H Insect Granule,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Indoxacarb / Novaluron,"0.22, 0.1"
53883-459,Csi Pl 1804 Aqua Flex 30-30,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Permethrin,"30, 30"
53883-460,Trinexapac-Ethyl Technical,N,53883,"CONTROL SOLUTIONS, INC.",PLANT GROWTH REGULATOR,Trinexapac-ethyl,97
53883-461,Csi 18-288 Prodiamine + Oxadiazon With Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Oxadiazon / Prodiamine,"1, 0.2"
53883-462,Nouvel Fuse Foam,N,53883,"CONTROL SOLUTIONS, INC.",TERMITICIDE,Imidacloprid / Fipronil,"0.025, 0.005"
53883-463,Ln Imidacloprid Termite Foam Killer,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, TERMITICIDE",Imidacloprid,0.05
53883-464,Csi 18-286 L-N-P Cs Rtu,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Novaluron / lambda-Cyhalothrin / Pyriproxyfen,"0.02, 0.06, 0.02"
53883-465,Csi 17-237 Lambda Cs Aerosol,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,0.05
53883-466,Csi 18-264A Indox Ant Gel,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Indoxacarb,0.05
53883-467,Csi 17-232 Ppz 0.72G,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Propiconazole,0.72
53883-468,Csi 19-313B Glufosinate 11.33%,Y,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Glufosinate,11.33
53883-469,Csi 19-313E Glufosinate 5.78%,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Glufosinate,5.78
53883-470,Csi 19-313G Glufosinate 24.5%,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Glufosinate,24.5
53883-471,Csi 19-313F Glufosinate 0.36%,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Glufosinate,0.36
53883-472,Csi Pl 1803 Bifenthrin 2.4,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,2.4
53883-473,Csi 19-330 Indoxacarb Mup,N,53883,"CONTROL SOLUTIONS, INC.",nan,Indoxacarb,52.7
53883-475,Csi 17-216 H-N-P Foam,N,53883,"CONTROL SOLUTIONS, INC.",INSECT GROWTH REGULATOR,"Novaluron / 2,4-Dodecadienoic acid, 3,7,11-trimethyl-, ethyl ester, (S-(E,E))- / Pyriproxyfen","0.02, 0.36, 0.02"
53883-476,Csi 19-327 Fipronil Df,N,53883,"CONTROL SOLUTIONS, INC.",TERMITICIDE,Fipronil,0.5
53883-477,Csi 19-349 Fludioxonil,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Fludioxonil,11.8
53883-478,Csi 19-350 Sulfentrazone,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Sulfentrazone,39.6
53883-479,Csi 19-334 Prodoxaben Granule,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prodiamine / Isoxaben,"0.4, 0.25"
53883-480,Csi 15-185T,N,53883,"CONTROL SOLUTIONS, INC.",INSECT GROWTH REGULATOR,Novaluron,10
53883-481,Csi 19-332 Lambda + Ppz Granule,N,53883,"CONTROL SOLUTIONS, INC.","FUNGICIDE, INSECTICIDE",Propiconazole / lambda-Cyhalothrin,"0.3, 0.02"
53883-483,Quali-Pro Tm 4.5,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Thiophanate-methyl,46.2
53883-484,Csi Pl 2001 Bifen 0.1% Dust,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.1
53883-485,Csi Delta Dog,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Deltamethrin,4
53883-486,Prodiamine Technical,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prodiamine,96
53883-487,Csi 20-351 Intaglio Fungicide,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Fludioxonil / Chlorothalonil / Iprodione,"1.44, 29.8, 4.55"
53883-488,Csi 19-313C Glufosinate + Imazapyr,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Imazapyr / Glufosinate,"0.78, 11.33"
53883-489,Csi 19-313H Glufosinate + Imazapyr,N,53883,"CONTROL SOLUTIONS, INC.",nan,"Imazapyr, isopropylamine salt / Glufosinate","0.39, 5.78"
53883-490,Csi 19-343 Prodoxaben,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prodiamine / Isoxaben,"1.46, 0.97"
53883-491,Ln1 Fipronil Dog And Cat Spray,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Fipronil,0.29
53883-492,Ln Fipronil Trigger Spray For Dogs And Cats,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Fipronil,0.29
53883-493,"Lnouvel, Inc. Imidacloprid Termicidal Foam Killer",N,53883,"CONTROL SOLUTIONS, INC.",TERMITICIDE,Imidacloprid,0.05
53883-494,Csi 20-376 Py + Delta Ae,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Pyrethrins / Deltamethrin,"0.05, 0.02"
53883-497,Csi 20-398 Azoxy 50% Millbase,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Azoxystrobin,50
53883-498,Csi 19-311 L-N-P Cs Hose End,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Novaluron / lambda-Cyhalothrin / Pyriproxyfen,"0.33, 0.97, 0.33"
53883-500,Csi 21-405 Dimension 2Ew,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Dithiopyr,24
53883-501,Csi 20-378 Lambda + Ppz Rts,N,53883,"CONTROL SOLUTIONS, INC.","FUNGICIDE, INSECTICIDE",Propiconazole / lambda-Cyhalothrin,"1.45, 0.08"
53883-502,Csi 19-304 Fungicide,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Azoxystrobin / Tebuconazole / Fluazinam,"6.2, 6.8, 19.5"
53883-505,Pramitol 25E,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Prometon,25
53883-506,Pramitol 5Ps Pelleted Herbicide,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,"Boric acid (HBO2), sodium salt / Sodium chlorate / Prometon","40.78, 39.8, 5"
53883-507,Pramitol (R) Mg 25E Herbicide For Manufacturing Purposes Only,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prometon,25
53883-508,Pramitol 3.75% Liquid Vegetation Killer,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Prometon,3.75
53883-509,Rimon 10Sc,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE, SEX ATTRACTANT OR FEEDING STIMULANT",Novaluron,10
53883-510,Folpan Industrial E,N,53883,"CONTROL SOLUTIONS, INC.",MICROBICIDE,Folpet,95.9
53883-511,Folpan Industrial P,N,53883,"CONTROL SOLUTIONS, INC.",MICROBICIDE,Folpet,95.9
53883-512,Folpan Industrial Bg,N,53883,"CONTROL SOLUTIONS, INC.",MICROBICIDE,Folpet,95
53883-513,Quali-Pro Imidacloprid 75 Wsb,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, TERMITICIDE",Imidacloprid,75
53883-514,Quali-Pro Imidacloprid 2F Turf & Ornamental Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,21.8
53883-515,Quali-Pro Glyphosate T&O,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,41
53883-516,Rimon Supra 10Ec Insecticide,N,53883,"CONTROL SOLUTIONS, INC.","INSECT GROWTH REGULATOR, INSECTICIDE",Novaluron,9.3
53883-517,Mana Diflubenzuron 2L,Y,53883,"CONTROL SOLUTIONS, INC.",INSECT GROWTH REGULATOR,Diflubenzuron,22
53883-518,Csi 16-147 Lambda + Pbo Cs,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE SYNERGIST, INSECTICIDE",Piperonyl butoxide / lambda-Cyhalothrin,"19.4, 9.7"
53883-519,Csi 22-426 Paclo,N,53883,"CONTROL SOLUTIONS, INC.",PLANT GROWTH REGULATOR,Paclobutrazol,22.9
53883-59,Martin'S Eraser Systemic Weed & Grass Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,41
53883-60,I.G. Regulator,N,53883,"CONTROL SOLUTIONS, INC.","INSECT GROWTH REGULATOR, INSECTICIDE, MITICIDE",Pyriproxyfen,1.3
53883-62,Surrender Brand Eraser 18% Systemic Weed & Grass Killer,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,18
53883-63,Martin'S Eraser Rtu Systemic Weed & Grass Killer,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,0.96
53883-69,Permethrin 10 Ew,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Permethrin,10
53883-72,Permethrin 10 Ewc,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Permethrin,10
